COINTRIG_cut,COINTRIG_scaler,COIN_PS,CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,curr_corr,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,run number,sent_edtm,sent_edtm_PS,time,tot_events
,5551343.0,,0.9806502294497083,0.001885332894805348,32012.0,48104090.0,65.0,0.8966919329506438,0.002435562220690738,0.9955,0.0027,,1025.0,,65.0,,,2.0,641326065.0,1025.0,0.8966919329506438,0.002435562220690738,0.9414,0.0037,5148,40331.259795735896,0.9977479945103376,444966.65897466,437823.71718626464,2794,389490.6750245607,293864.7762324404,2354,12126,379659.0,6205.608270168856,585.9756030000001,1335693
